candidate,best_label,score,total_docs,share_best,count_UP,count_DOWN,count_NEUTRAL
会变好,UP,1.4824,8,0.625,5,1,2
会想起,UP,1.4824,8,0.625,5,3,0
会愿,UP,1.4824,8,0.625,5,3,0
会愿意,UP,1.4824,8,0.625,5,3,0
会更好。,UP,1.4824,8,0.625,5,2,1
但当我,UP,1.4824,8,0.625,5,2,1
但是可以,UP,1.4824,8,0.625,5,2,1
但是觉,UP,1.4824,8,0.625,5,2,1
但是觉得,UP,1.4824,8,0.625,5,2,1
位相,UP,1.4824,8,0.625,5,3,0
体健,UP,1.4824,8,0.625,5,0,3
体健康,UP,1.4824,8,0.625,5,0,3
体在,UP,1.4824,8,0.625,5,3,0
体贴,UP,1.4824,8,0.625,5,0,3
佛系,UP,1.4824,8,0.625,5,1,2
作人员说,UP,1.4824,8,0.625,5,3,0
作就是,UP,1.4824,8,0.625,5,3,0
你一起,UP,1.4824,8,0.625,5,2,1
使他,UP,1.4824,8,0.625,5,1,2
便可,UP,1.4824,8,0.625,5,3,0
便宜又好,UP,1.4824,8,0.625,5,0,3
倍！,UP,1.4824,8,0.625,5,0,3
候经常,UP,1.4824,8,0.625,5,3,0
候都会,UP,1.4824,8,0.625,5,2,1
候，就,UP,1.4824,8,0.625,5,2,1
值钱,UP,1.4824,8,0.625,5,2,1
做笔记,UP,1.4824,8,0.625,5,3,0
做那,UP,1.4824,8,0.625,5,2,1
像开,UP,1.4824,8,0.625,5,2,1
儿出,UP,1.4824,8,0.625,5,2,1
克斯,UP,1.4824,8,0.625,5,0,3
入一个,UP,1.4824,8,0.625,5,2,1
入园,UP,1.4824,8,0.625,5,1,2
公室的,UP,1.4824,8,0.625,5,2,1
六的,UP,1.4824,8,0.625,5,1,2
其实就是,UP,1.4824,8,0.625,5,3,0
写出来的,UP,1.4824,8,0.625,5,3,0
冲到,UP,1.4824,8,0.625,5,1,2
冲刺,UP,1.4824,8,0.625,5,1,2
决于,UP,1.4824,8,0.625,5,3,0
决定了,UP,1.4824,8,0.625,5,2,1
凤梨,UP,1.4824,8,0.625,5,0,3
分出,UP,1.4824,8,0.625,5,1,2
分给,UP,1.4824,8,0.625,5,2,1
划、,UP,1.4824,8,0.625,5,0,3
到S,UP,1.4824,8,0.625,5,3,0
到一句,UP,1.4824,8,0.625,5,2,1
到什么程,UP,1.4824,8,0.625,5,3,0
到什么程度,UP,1.4824,8,0.625,5,3,0
到好处，,UP,1.4824,8,0.625,5,1,2
到满,UP,1.4824,8,0.625,5,2,1
到理想,UP,1.4824,8,0.625,5,1,2
到美国,UP,1.4824,8,0.625,5,2,1
到隐,UP,1.4824,8,0.625,5,0,3
刻画,UP,1.4824,8,0.625,5,1,2
前查,UP,1.4824,8,0.625,5,1,2
力无,UP,1.4824,8,0.625,5,1,2
力让,UP,1.4824,8,0.625,5,3,0
力，让,UP,1.4824,8,0.625,5,0,3
办公室的,UP,1.4824,8,0.625,5,2,1
加努,UP,1.4824,8,0.625,5,1,2
努力赚,UP,1.4824,8,0.625,5,2,1
努力赚钱,UP,1.4824,8,0.625,5,2,1
医美,UP,1.4824,8,0.625,5,0,3
十分钟，,UP,1.4824,8,0.625,5,3,0
千块的,UP,1.4824,8,0.625,5,2,1
千字,UP,1.4824,8,0.625,5,2,1
升，还,UP,1.4824,8,0.625,5,3,0
半裙,UP,1.4824,8,0.625,5,0,3
南北,UP,1.4824,8,0.625,5,1,2
厅和,UP,1.4824,8,0.625,5,1,2
去前,UP,1.4824,8,0.625,5,0,3
去搞,UP,1.4824,8,0.625,5,1,2
去看了,UP,1.4824,8,0.625,5,2,1
又充,UP,1.4824,8,0.625,5,1,2
又换,UP,1.4824,8,0.625,5,2,1
友！,UP,1.4824,8,0.625,5,2,1
双肩包,UP,1.4824,8,0.625,5,1,2
取决,UP,1.4824,8,0.625,5,3,0
取决于,UP,1.4824,8,0.625,5,3,0
受所,UP,1.4824,8,0.625,5,3,0
口都是,UP,1.4824,8,0.625,5,0,3
句号,UP,1.4824,8,0.625,5,3,0
另一面,UP,1.4824,8,0.625,5,1,2
只要能,UP,1.4824,8,0.625,5,0,3
可以分,UP,1.4824,8,0.625,5,1,2
可以申,UP,1.4824,8,0.625,5,2,1
可以读,UP,1.4824,8,0.625,5,3,0
可以轻,UP,1.4824,8,0.625,5,1,2
可爱啦！,UP,1.4824,8,0.625,5,1,2
各种小,UP,1.4824,8,0.625,5,0,3
同行的,UP,1.4824,8,0.625,5,1,2
后了,UP,1.4824,8,0.625,5,2,1
后选择,UP,1.4824,8,0.625,5,2,1
听清,UP,1.4824,8,0.625,5,3,0
呀[,UP,1.4824,8,0.625,5,0,3
和健,UP,1.4824,8,0.625,5,3,0
和奶茶,UP,1.4824,8,0.625,5,2,1
和谁说,UP,1.4824,8,0.625,5,3,0
咔咔,UP,1.4824,8,0.625,5,0,3
咖啡☕,UP,1.4824,8,0.625,5,0,3
哈哈哈这,UP,1.4824,8,0.625,5,0,3
哈哈这,UP,1.4824,8,0.625,5,0,3
哥是,UP,1.4824,8,0.625,5,3,0
啡☕,UP,1.4824,8,0.625,5,0,3
喜我,UP,1.4824,8,0.625,5,2,1
喜这位,UP,1.4824,8,0.625,5,0,3
嘴上说,UP,1.4824,8,0.625,5,2,1
国之,UP,1.4824,8,0.625,5,3,0
国际化,UP,1.4824,8,0.625,5,1,2
图文,UP,1.4824,8,0.625,5,0,3
在30,UP,1.4824,8,0.625,5,3,0
在8,UP,1.4824,8,0.625,5,0,3
在一瞬,UP,1.4824,8,0.625,5,2,1
在一瞬间,UP,1.4824,8,0.625,5,2,1
在任,UP,1.4824,8,0.625,5,0,3
在任何,UP,1.4824,8,0.625,5,0,3
在哪里，,UP,1.4824,8,0.625,5,1,2
在她身,UP,1.4824,8,0.625,5,3,0
在她身上,UP,1.4824,8,0.625,5,3,0
在左,UP,1.4824,8,0.625,5,0,3
在我看,UP,1.4824,8,0.625,5,3,0
在我看来,UP,1.4824,8,0.625,5,3,0
在波,UP,1.4824,8,0.625,5,1,2
场最,UP,1.4824,8,0.625,5,0,3
均一,UP,1.4824,8,0.625,5,1,2
坐1,UP,1.4824,8,0.625,5,0,3
坦荡,UP,1.4824,8,0.625,5,2,1
坦诚,UP,1.4824,8,0.625,5,1,2
城！,UP,1.4824,8,0.625,5,2,1
域。,UP,1.4824,8,0.625,5,2,1
堡的,UP,1.4824,8,0.625,5,0,3
士尼拍,UP,1.4824,8,0.625,5,0,3
复苏,UP,1.4824,8,0.625,5,2,1
够帮,UP,1.4824,8,0.625,5,3,0
大人的,UP,1.4824,8,0.625,5,2,1
大概十,UP,1.4824,8,0.625,5,3,0
大社,UP,1.4824,8,0.625,5,1,2
大蒜,UP,1.4824,8,0.625,5,0,3
天三,UP,1.4824,8,0.625,5,3,0
天写,UP,1.4824,8,0.625,5,1,2
天呐，,UP,1.4824,8,0.625,5,2,1
太可爱啦！,UP,1.4824,8,0.625,5,1,2
太多文,UP,1.4824,8,0.625,5,2,1
好习,UP,1.4824,8,0.625,5,0,3
好习惯,UP,1.4824,8,0.625,5,0,3
好了很,UP,1.4824,8,0.625,5,1,2
好写,UP,1.4824,8,0.625,5,3,0
好幸运,UP,1.4824,8,0.625,5,0,3
好朋友一,UP,1.4824,8,0.625,5,1,2
好真,UP,1.4824,8,0.625,5,3,0
妆出,UP,1.4824,8,0.625,5,3,0
子与,UP,1.4824,8,0.625,5,0,3
子包,UP,1.4824,8,0.625,5,2,1
学为,UP,1.4824,8,0.625,5,0,3
学习上,UP,1.4824,8,0.625,5,2,1
学习计,UP,1.4824,8,0.625,5,1,2
学习计划,UP,1.4824,8,0.625,5,1,2
学博士,UP,1.4824,8,0.625,5,3,0
完好,UP,1.4824,8,0.625,5,3,0
官网预,UP,1.4824,8,0.625,5,0,3
宜。,UP,1.4824,8,0.625,5,2,1
宜又好,UP,1.4824,8,0.625,5,0,3
害！,UP,1.4824,8,0.625,5,3,0
寄回,UP,1.4824,8,0.625,5,3,0
富有,UP,1.4824,8,0.625,5,2,1
对吃,UP,1.4824,8,0.625,5,3,0
对对方,UP,1.4824,8,0.625,5,3,0
对我这,UP,1.4824,8,0.625,5,2,1
对镜,UP,1.4824,8,0.625,5,3,0
小哥，,UP,1.4824,8,0.625,5,1,2
小时到,UP,1.4824,8,0.625,5,0,3
小纸,UP,1.4824,8,0.625,5,1,2
少量,UP,1.4824,8,0.625,5,1,2
就好好,UP,1.4824,8,0.625,5,2,1
就找到,UP,1.4824,8,0.625,5,3,0
就是得,UP,1.4824,8,0.625,5,3,0
就是自己,UP,1.4824,8,0.625,5,0,3
就比如,UP,1.4824,8,0.625,5,3,0
就走的,UP,1.4824,8,0.625,5,0,3
尼拍,UP,1.4824,8,0.625,5,0,3
尽我,UP,1.4824,8,0.625,5,2,1
层（,UP,1.4824,8,0.625,5,1,2
岸！,UP,1.4824,8,0.625,5,1,2
工作人员说,UP,1.4824,8,0.625,5,3,0
工作就是,UP,1.4824,8,0.625,5,3,0
左右就,UP,1.4824,8,0.625,5,1,2
己内心想,UP,1.4824,8,0.625,5,0,3
己到底,UP,1.4824,8,0.625,5,2,1
己的成,UP,1.4824,8,0.625,5,3,0
己真的好,UP,1.4824,8,0.625,5,3,0
币）,UP,1.4824,8,0.625,5,3,0
市政,UP,1.4824,8,0.625,5,3,0
希望以后,UP,1.4824,8,0.625,5,2,1
常给,UP,1.4824,8,0.625,5,1,2
年-,UP,1.4824,8,0.625,5,0,3
年交,UP,1.4824,8,0.625,5,1,2
年终,UP,1.4824,8,0.625,5,1,2
年，2,UP,1.4824,8,0.625,5,2,1
幸运了,UP,1.4824,8,0.625,5,0,3
店里的,UP,1.4824,8,0.625,5,2,1
度越,UP,1.4824,8,0.625,5,2,1
建立起,UP,1.4824,8,0.625,5,3,0
建议不,UP,1.4824,8,0.625,5,2,1
开心，但,UP,1.4824,8,0.625,5,2,1
开新,UP,1.4824,8,0.625,5,3,0
张扬,UP,1.4824,8,0.625,5,3,0
当早,UP,1.4824,8,0.625,5,3,0
很冷，,UP,1.4824,8,0.625,5,2,1
很可能,UP,1.4824,8,0.625,5,1,2
很普通的,UP,1.4824,8,0.625,5,3,0
很耐心,UP,1.4824,8,0.625,5,0,3
得意R,UP,1.4824,8,0.625,5,2,1
得意R],UP,1.4824,8,0.625,5,2,1
得打,UP,1.4824,8,0.625,5,2,1
心吗,UP,1.4824,8,0.625,5,2,1
心情就,UP,1.4824,8,0.625,5,1,2
心里也,UP,1.4824,8,0.625,5,2,1
快回,UP,1.4824,8,0.625,5,2,1
急忙忙,UP,1.4824,8,0.625,5,0,3
急急忙,UP,1.4824,8,0.625,5,0,3
急急忙忙,UP,1.4824,8,0.625,5,0,3
性都,UP,1.4824,8,0.625,5,3,0
恭喜这位,UP,1.4824,8,0.625,5,0,3
恰到好处，,UP,1.4824,8,0.625,5,1,2
悬浮,UP,1.4824,8,0.625,5,1,2
情了。,UP,1.4824,8,0.625,5,2,1
情好,UP,1.4824,8,0.625,5,3,0
想到会,UP,1.4824,8,0.625,5,1,2
想说一,UP,1.4824,8,0.625,5,3,0
意R,UP,1.4824,8,0.625,5,2,1
意R],UP,1.4824,8,0.625,5,2,1
應該,UP,1.4824,8,0.625,5,3,0
我不允,UP,1.4824,8,0.625,5,1,2
我们未,UP,1.4824,8,0.625,5,3,0
我们未来,UP,1.4824,8,0.625,5,3,0
我们每个,UP,1.4824,8,0.625,5,3,0
我并不想,UP,1.4824,8,0.625,5,3,0
我忙,UP,1.4824,8,0.625,5,3,0
我感动,UP,1.4824,8,0.625,5,1,2
我的学习,UP,1.4824,8,0.625,5,0,3
房一,UP,1.4824,8,0.625,5,1,2
房子都,UP,1.4824,8,0.625,5,3,0
所以每次,UP,1.4824,8,0.625,5,2,1
手和,UP,1.4824,8,0.625,5,1,2
手握,UP,1.4824,8,0.625,5,1,2
才是真正的,UP,1.4824,8,0.625,5,0,3
打翻的,UP,1.4824,8,0.625,5,1,2
抓不住,UP,1.4824,8,0.625,5,1,2
折算,UP,1.4824,8,0.625,5,2,1
抱太,UP,1.4824,8,0.625,5,1,2
抱着试,UP,1.4824,8,0.625,5,1,2
抱，,UP,1.4824,8,0.625,5,2,1
抽空,UP,1.4824,8,0.625,5,3,0
拉回,UP,1.4824,8,0.625,5,1,2
拉斯,UP,1.4824,8,0.625,5,0,3
拟，,UP,1.4824,8,0.625,5,3,0
拥有自己,UP,1.4824,8,0.625,5,3,0
挂一,UP,1.4824,8,0.625,5,2,1
挨个,UP,1.4824,8,0.625,5,2,1
探讨,UP,1.4824,8,0.625,5,2,1
摸摸鱼,UP,1.4824,8,0.625,5,3,0
擅长的,UP,1.4824,8,0.625,5,2,1
敦的,UP,1.4824,8,0.625,5,1,2
整合,UP,1.4824,8,0.625,5,1,2
斜坡,UP,1.4824,8,0.625,5,0,3
新入,UP,1.4824,8,0.625,5,0,3
新的一年,UP,1.4824,8,0.625,5,2,1
新认识,UP,1.4824,8,0.625,5,2,1
新课,UP,1.4824,8,0.625,5,2,1
旅游一,UP,1.4824,8,0.625,5,3,0
旅行攻,UP,1.4824,8,0.625,5,0,3
旅行攻略,UP,1.4824,8,0.625,5,0,3
无法做,UP,1.4824,8,0.625,5,2,1
无话,UP,1.4824,8,0.625,5,2,1
既可,UP,1.4824,8,0.625,5,2,1
既可以,UP,1.4824,8,0.625,5,2,1
日常，,UP,1.4824,8,0.625,5,1,2
早上8,UP,1.4824,8,0.625,5,1,2
早上8点,UP,1.4824,8,0.625,5,1,2
时候经常,UP,1.4824,8,0.625,5,3,0
时候都会,UP,1.4824,8,0.625,5,2,1
时就能,UP,1.4824,8,0.625,5,3,0
时间自,UP,1.4824,8,0.625,5,0,3
时，你,UP,1.4824,8,0.625,5,2,1
明天会,UP,1.4824,8,0.625,5,3,0
是上天,UP,1.4824,8,0.625,5,1,2
是亚,UP,1.4824,8,0.625,5,0,3
是关于,UP,1.4824,8,0.625,5,2,1
是多么,UP,1.4824,8,0.625,5,2,1
是女性,UP,1.4824,8,0.625,5,2,1
是我做,UP,1.4824,8,0.625,5,3,0
是担,UP,1.4824,8,0.625,5,1,2
是担心,UP,1.4824,8,0.625,5,1,2
是整个,UP,1.4824,8,0.625,5,3,0
是猫,UP,1.4824,8,0.625,5,1,2
是真的！！,UP,1.4824,8,0.625,5,1,2
是背,UP,1.4824,8,0.625,5,3,0
是赚,UP,1.4824,8,0.625,5,2,1
是送,UP,1.4824,8,0.625,5,2,1
是铁,UP,1.4824,8,0.625,5,2,1
是领,UP,1.4824,8,0.625,5,3,0
是！！,UP,1.4824,8,0.625,5,2,1
是：我,UP,1.4824,8,0.625,5,2,1
曾经以,UP,1.4824,8,0.625,5,2,1
曾经以为,UP,1.4824,8,0.625,5,2,1
最受,UP,1.4824,8,0.625,5,1,2
月供,UP,1.4824,8,0.625,5,2,1
月长,UP,1.4824,8,0.625,5,0,3
有b,UP,1.4824,8,0.625,5,3,0
有一丝,UP,1.4824,8,0.625,5,2,1
有一堆,UP,1.4824,8,0.625,5,3,0
有不同的,UP,1.4824,8,0.625,5,1,2
有价值的,UP,1.4824,8,0.625,5,3,0
有发生,UP,1.4824,8,0.625,5,3,0
有大大,UP,1.4824,8,0.625,5,0,3
有太大,UP,1.4824,8,0.625,5,2,1
有好的,UP,1.4824,8,0.625,5,2,1
有最,UP,1.4824,8,0.625,5,3,0
有疑,UP,1.4824,8,0.625,5,1,2
有进,UP,1.4824,8,0.625,5,2,1
朋友都说,UP,1.4824,8,0.625,5,2,1
服的状,UP,1.4824,8,0.625,5,2,1
服的状态,UP,1.4824,8,0.625,5,2,1
望以后,UP,1.4824,8,0.625,5,2,1
期和,UP,1.4824,8,0.625,5,1,2
期女,UP,1.4824,8,0.625,5,3,0
本每,UP,1.4824,8,0.625,5,2,1
本科的,UP,1.4824,8,0.625,5,1,2
条不,UP,1.4824,8,0.625,5,2,1
条都,UP,1.4824,8,0.625,5,3,0
来.,UP,1.4824,8,0.625,5,2,1
来其,UP,1.4824,8,0.625,5,2,1
来告诉,UP,1.4824,8,0.625,5,3,0
来就有,UP,1.4824,8,0.625,5,3,0
来跟我说,UP,1.4824,8,0.625,5,1,2
来，那,UP,1.4824,8,0.625,5,2,1
林俊,UP,1.4824,8,0.625,5,2,1
某某,UP,1.4824,8,0.625,5,0,3
标准。,UP,1.4824,8,0.625,5,2,1
样吃,UP,1.4824,8,0.625,5,2,1
样的方,UP,1.4824,8,0.625,5,3,0
梦中的,UP,1.4824,8,0.625,5,3,0
概十,UP,1.4824,8,0.625,5,3,0
次会,UP,1.4824,8,0.625,5,0,3
次拿,UP,1.4824,8,0.625,5,2,1
欢。,UP,1.4824,8,0.625,5,3,0
步入,UP,1.4824,8,0.625,5,3,0
步我,UP,1.4824,8,0.625,5,3,0
每一分,UP,1.4824,8,0.625,5,3,0
每天有,UP,1.4824,8,0.625,5,1,2
永远也,UP,1.4824,8,0.625,5,3,0
求提,UP,1.4824,8,0.625,5,2,1
池里,UP,1.4824,8,0.625,5,3,0
没有发生,UP,1.4824,8,0.625,5,3,0
没有选择,UP,1.4824,8,0.625,5,3,0
法简,UP,1.4824,8,0.625,5,0,3
泡温,UP,1.4824,8,0.625,5,0,3
泡温泉,UP,1.4824,8,0.625,5,0,3
泪和,UP,1.4824,8,0.625,5,3,0
洞察,UP,1.4824,8,0.625,5,0,3
活就,UP,1.4824,8,0.625,5,2,1
活着就,UP,1.4824,8,0.625,5,3,0
淋漓的,UP,1.4824,8,0.625,5,3,0
清除,UP,1.4824,8,0.625,5,0,3
港1,UP,1.4824,8,0.625,5,0,3
港海,UP,1.4824,8,0.625,5,0,3
準備,UP,1.4824,8,0.625,5,0,3
溜达,UP,1.4824,8,0.625,5,2,1
滑滑,UP,1.4824,8,0.625,5,0,3
满2,UP,1.4824,8,0.625,5,1,2
满课,UP,1.4824,8,0.625,5,1,2
漓的,UP,1.4824,8,0.625,5,3,0
漫游,UP,1.4824,8,0.625,5,1,2
漫长的,UP,1.4824,8,0.625,5,2,1
激动的,UP,1.4824,8,0.625,5,2,1
火箭,UP,1.4824,8,0.625,5,0,3
点、,UP,1.4824,8,0.625,5,2,1
点多就,UP,1.4824,8,0.625,5,3,0
烙印,UP,1.4824,8,0.625,5,3,0
烟熏,UP,1.4824,8,0.625,5,0,3
烤箱,UP,1.4824,8,0.625,5,0,3
然后下,UP,1.4824,8,0.625,5,3,0
然和,UP,1.4824,8,0.625,5,3,0
爱啦！,UP,1.4824,8,0.625,5,1,2
狂拍,UP,1.4824,8,0.625,5,0,3
独属于我的,UP,1.4824,8,0.625,5,0,3
生的时候,UP,1.4824,8,0.625,5,3,0
由与,UP,1.4824,8,0.625,5,0,3
由度,UP,1.4824,8,0.625,5,1,2
由！,UP,1.4824,8,0.625,5,1,2
男生都,UP,1.4824,8,0.625,5,2,1
白月,UP,1.4824,8,0.625,5,2,1
白月光,UP,1.4824,8,0.625,5,2,1
的pr,UP,1.4824,8,0.625,5,1,2
的。-,UP,1.4824,8,0.625,5,3,0
的。在,UP,1.4824,8,0.625,5,3,0
的一般,UP,1.4824,8,0.625,5,2,1
的优秀,UP,1.4824,8,0.625,5,2,1
的体验感,UP,1.4824,8,0.625,5,2,1
的分享,UP,1.4824,8,0.625,5,3,0
的刚,UP,1.4824,8,0.625,5,2,1
的医院,UP,1.4824,8,0.625,5,3,0
的卧,UP,1.4824,8,0.625,5,2,1
的學生,UP,1.4824,8,0.625,5,2,1
的尝,UP,1.4824,8,0.625,5,1,2
的尝试,UP,1.4824,8,0.625,5,1,2
的工作日,UP,1.4824,8,0.625,5,3,0
的很好的,UP,1.4824,8,0.625,5,0,3
的感受。,UP,1.4824,8,0.625,5,2,1
的战斗,UP,1.4824,8,0.625,5,0,3
的托举,UP,1.4824,8,0.625,5,2,1
的技能,UP,1.4824,8,0.625,5,2,1
的挑战,UP,1.4824,8,0.625,5,2,1
的探,UP,1.4824,8,0.625,5,1,2
的时代,UP,1.4824,8,0.625,5,3,0
的时候你,UP,1.4824,8,0.625,5,3,0
的时候每,UP,1.4824,8,0.625,5,2,1
的本质是,UP,1.4824,8,0.625,5,1,2
的案例,UP,1.4824,8,0.625,5,0,3
的烙,UP,1.4824,8,0.625,5,3,0
的烙印,UP,1.4824,8,0.625,5,3,0
的生活，你,UP,1.4824,8,0.625,5,3,0
的白色,UP,1.4824,8,0.625,5,0,3
的真正,UP,1.4824,8,0.625,5,0,3
的苹,UP,1.4824,8,0.625,5,1,2
的苹果,UP,1.4824,8,0.625,5,1,2
的远,UP,1.4824,8,0.625,5,2,1
的金融,UP,1.4824,8,0.625,5,3,0
的，如,UP,1.4824,8,0.625,5,3,0
的，如果,UP,1.4824,8,0.625,5,3,0
的，比,UP,1.4824,8,0.625,5,3,0
目相,UP,1.4824,8,0.625,5,0,3
目！,UP,1.4824,8,0.625,5,2,1
目，我,UP,1.4824,8,0.625,5,1,2
直和,UP,1.4824,8,0.625,5,2,1
相伴,UP,1.4824,8,0.625,5,0,3
相见的,UP,1.4824,8,0.625,5,3,0
看其,UP,1.4824,8,0.625,5,2,1
看外,UP,1.4824,8,0.625,5,2,1
看成,UP,1.4824,8,0.625,5,3,0
看看你的,UP,1.4824,8,0.625,5,2,1
看看吧,UP,1.4824,8,0.625,5,2,1
真实感,UP,1.4824,8,0.625,5,3,0
真是我,UP,1.4824,8,0.625,5,2,1
眼睛亮,UP,1.4824,8,0.625,5,2,1
着电脑,UP,1.4824,8,0.625,5,3,0
睛亮,UP,1.4824,8,0.625,5,2,1
睡不着觉,UP,1.4824,8,0.625,5,3,0
睡过,UP,1.4824,8,0.625,5,3,0
知道能,UP,1.4824,8,0.625,5,2,1
神。,UP,1.4824,8,0.625,5,1,2
离市,UP,1.4824,8,0.625,5,1,2
离校,UP,1.4824,8,0.625,5,1,2
种菜,UP,1.4824,8,0.625,5,1,2
租一,UP,1.4824,8,0.625,5,0,3
穷人,UP,1.4824,8,0.625,5,3,0
立不,UP,1.4824,8,0.625,5,3,0
站后,UP,1.4824,8,0.625,5,1,2
站在一起,UP,1.4824,8,0.625,5,2,1
站：,UP,1.4824,8,0.625,5,0,3
第八,UP,1.4824,8,0.625,5,3,0
算了！,UP,1.4824,8,0.625,5,2,1
粉、,UP,1.4824,8,0.625,5,0,3
终有,UP,1.4824,8,0.625,5,1,2
经以,UP,1.4824,8,0.625,5,2,1
经以为,UP,1.4824,8,0.625,5,2,1
结果导,UP,1.4824,8,0.625,5,3,0
绕着,UP,1.4824,8,0.625,5,0,3
网预,UP,1.4824,8,0.625,5,0,3
美哒,UP,1.4824,8,0.625,5,1,2
美国，,UP,1.4824,8,0.625,5,1,2
美美哒,UP,1.4824,8,0.625,5,1,2
耀眼的,UP,1.4824,8,0.625,5,1,2
而发,UP,1.4824,8,0.625,5,0,3
而是因,UP,1.4824,8,0.625,5,2,1
而是因为,UP,1.4824,8,0.625,5,2,1
而来的,UP,1.4824,8,0.625,5,3,0
耗时,UP,1.4824,8,0.625,5,0,3
背景的,UP,1.4824,8,0.625,5,2,1
能力也,UP,1.4824,8,0.625,5,3,0
能够帮,UP,1.4824,8,0.625,5,3,0
能看懂,UP,1.4824,8,0.625,5,2,1
腰，,UP,1.4824,8,0.625,5,1,2
自己内心想,UP,1.4824,8,0.625,5,0,3
自己到底,UP,1.4824,8,0.625,5,2,1
自己的成,UP,1.4824,8,0.625,5,3,0
自己真的好,UP,1.4824,8,0.625,5,3,0
自由与,UP,1.4824,8,0.625,5,0,3
自由度,UP,1.4824,8,0.625,5,1,2
自由！,UP,1.4824,8,0.625,5,1,2
色西,UP,1.4824,8,0.625,5,3,0
色西装,UP,1.4824,8,0.625,5,3,0
花”,UP,1.4824,8,0.625,5,2,1
花掉,UP,1.4824,8,0.625,5,2,1
苍白,UP,1.4824,8,0.625,5,3,0
英语教,UP,1.4824,8,0.625,5,1,2
茶都,UP,1.4824,8,0.625,5,2,1
荃湾,UP,1.4824,8,0.625,5,0,3
街道，,UP,1.4824,8,0.625,5,0,3
要毕,UP,1.4824,8,0.625,5,2,1
要毕业,UP,1.4824,8,0.625,5,2,1
要求：,UP,1.4824,8,0.625,5,0,3
要的宝,UP,1.4824,8,0.625,5,1,2
要认真,UP,1.4824,8,0.625,5,1,2
要记住,UP,1.4824,8,0.625,5,2,1
见世,UP,1.4824,8,0.625,5,2,1
见世面,UP,1.4824,8,0.625,5,2,1
议不,UP,1.4824,8,0.625,5,2,1
论：,UP,1.4824,8,0.625,5,1,2
试可以,UP,1.4824,8,0.625,5,3,0
说总,UP,1.4824,8,0.625,5,3,0
说我会,UP,1.4824,8,0.625,5,3,0
说明，,UP,1.4824,8,0.625,5,3,0
说爱,UP,1.4824,8,0.625,5,0,3
说的“,UP,1.4824,8,0.625,5,2,1
说走就走的,UP,1.4824,8,0.625,5,0,3
读书的时,UP,1.4824,8,0.625,5,1,2
读硕士,UP,1.4824,8,0.625,5,3,0
谁懂啊，,UP,1.4824,8,0.625,5,3,0
贝尔,UP,1.4824,8,0.625,5,2,1
走就走的,UP,1.4824,8,0.625,5,0,3
超全,UP,1.4824,8,0.625,5,0,3
路边摊,UP,1.4824,8,0.625,5,1,2
蹦跳跳,UP,1.4824,8,0.625,5,2,1
蹦蹦跳跳,UP,1.4824,8,0.625,5,2,1
蹭蹭,UP,1.4824,8,0.625,5,2,1
身体健,UP,1.4824,8,0.625,5,0,3
身体健康,UP,1.4824,8,0.625,5,0,3
身定制,UP,1.4824,8,0.625,5,3,0
车型,UP,1.4824,8,0.625,5,0,3
软了,UP,1.4824,8,0.625,5,2,1
轻奢,UP,1.4824,8,0.625,5,3,0
边摊,UP,1.4824,8,0.625,5,1,2
过长,UP,1.4824,8,0.625,5,2,1
过，但是,UP,1.4824,8,0.625,5,1,2
迈出,UP,1.4824,8,0.625,5,1,2
迎来了,UP,1.4824,8,0.625,5,0,3
运动员,UP,1.4824,8,0.625,5,3,0
近，我,UP,1.4824,8,0.625,5,3,0
还可以在,UP,1.4824,8,0.625,5,0,3
还是生,UP,1.4824,8,0.625,5,1,2
这个转场,UP,1.4824,8,0.625,5,3,0
这年,UP,1.4824,8,0.625,5,3,0
这期间,UP,1.4824,8,0.625,5,3,0
这种自,UP,1.4824,8,0.625,5,2,1
这节,UP,1.4824,8,0.625,5,3,0
这节课,UP,1.4824,8,0.625,5,3,0
迪士尼拍,UP,1.4824,8,0.625,5,0,3
迷糊了,UP,1.4824,8,0.625,5,1,2
道能,UP,1.4824,8,0.625,5,2,1
郊区,UP,1.4824,8,0.625,5,2,1
都多,UP,1.4824,8,0.625,5,3,0
都投,UP,1.4824,8,0.625,5,2,1
都是高,UP,1.4824,8,0.625,5,0,3
都过得,UP,1.4824,8,0.625,5,3,0
醒来看,UP,1.4824,8,0.625,5,0,3
里多,UP,1.4824,8,0.625,5,3,0
里让,UP,1.4824,8,0.625,5,3,0
里面都是,UP,1.4824,8,0.625,5,1,2
量身定制,UP,1.4824,8,0.625,5,3,0
金、,UP,1.4824,8,0.625,5,1,2
金（,UP,1.4824,8,0.625,5,2,1
银行的,UP,1.4824,8,0.625,5,2,1
门看,UP,1.4824,8,0.625,5,3,0
间过得,UP,1.4824,8,0.625,5,1,2
队的时,UP,1.4824,8,0.625,5,1,2
队的时候,UP,1.4824,8,0.625,5,1,2
防，,UP,1.4824,8,0.625,5,3,0
际化,UP,1.4824,8,0.625,5,1,2
陆家,UP,1.4824,8,0.625,5,1,2
陆家嘴,UP,1.4824,8,0.625,5,1,2
陷在,UP,1.4824,8,0.625,5,0,3
隐约,UP,1.4824,8,0.625,5,1,2
雅思的,UP,1.4824,8,0.625,5,0,3
零花钱，,UP,1.4824,8,0.625,5,3,0
需要的宝,UP,1.4824,8,0.625,5,1,2
